path,name,extension,size_bytes,created,modified,accessed
C:\FAX\MASTER\testni.txt,testni.txt,txt,8,2025-12-27 13:06:21,2025-12-27 13:09:12,2025-12-27 13:11:14
C:\FAX\MASTER\11-12\file_size_overview - Copy (10) - Copy - Copy.png,file_size_overview - Copy (10) - Copy - Copy.png,png,199001,2025-12-11 23:47:11,2025-12-02 23:16:07,2025-12-11 23:47:20
C:\FAX\MASTER\11-12\file_size_overview - Copy (10) - Copy.png,file_size_overview - Copy (10) - Copy.png,png,199001,2025-12-11 23:47:11,2025-12-02 23:16:07,2025-12-11 23:47:20
C:\FAX\MASTER\11-12\file_size_overview - Copy (11) - Copy - Copy.png,file_size_overview - Copy (11) - Copy - Copy.png,png,199001,2025-12-11 23:47:11,2025-12-02 23:16:07,2025-12-11 23:47:20
C:\FAX\MASTER\11-12\file_size_overview - Copy (11) - Copy.png,file_size_overview - Copy (11) - Copy.png,png,199001,2025-12-11 23:47:11,2025-12-02 23:16:07,2025-12-11 23:47:20
C:\FAX\MASTER\11-12\file_size_overview - Copy (2) - Copy - Copy - Copy - Copy.png,file_size_overview - Copy (2) - Copy - Copy - Copy - Copy.png,png,199001,2025-12-11 23:47:11,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (2) - Copy - Copy - Copy.png,file_size_overview - Copy (2) - Copy - Copy - Copy.png,png,199001,2025-12-11 23:47:08,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (2) - Copy - Copy.png,file_size_overview - Copy (2) - Copy - Copy.png,png,199001,2025-12-11 23:47:06,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (2) - Copy.png,file_size_overview - Copy (2) - Copy.png,png,199001,2025-12-11 23:47:01,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (2).png,file_size_overview - Copy (2).png,png,199001,2025-12-11 23:46:53,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (3) - Copy - Copy - Copy.png,file_size_overview - Copy (3) - Copy - Copy - Copy.png,png,199001,2025-12-11 23:47:11,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (3) - Copy - Copy.png,file_size_overview - Copy (3) - Copy - Copy.png,png,199001,2025-12-11 23:47:08,2025-12-02 23:16:07,2025-12-11 23:47:19
C:\FAX\MASTER\11-12\file_size_overview - Copy (3) - Copy.png,file_size_overview - Copy (3) - Copy.png,png,199001,2025-12-11 23:47:06,2025-12-02 23:16:07,2025-12-11 23:47:19
