path,name,extension,size_bytes,created,modified,accessed
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421024\Usages.txt",Usages.txt,txt,4093,2025-11-25 11:46:26.254860,2025-11-25 11:43:00.614090,2025-11-25 11:47:22.213060
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421025\AddOns.txt",AddOns.txt,txt,4289,2025-11-25 11:46:40.173672,2025-11-25 11:57:36.421972,2025-11-25 11:57:36.421972
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421025\Usages.txt",Usages.txt,txt,3102,2025-11-25 11:46:45.666203,2025-11-25 11:49:34.666854,2025-11-25 11:49:34.666854
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421026\AddOns.txt",AddOns.txt,txt,4282,2025-11-25 11:51:10.965911,2025-11-25 11:54:58.294235,2025-11-25 11:54:58.294235
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421026\Usages.txt",Usages.txt,txt,3128,2025-11-25 11:51:19.545244,2025-11-25 11:55:10.375859,2025-11-25 11:55:10.375859
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421027\AddOns.txt",AddOns.txt,txt,4258,2025-11-25 11:57:01.683074,2025-11-25 11:59:02.361073,2025-11-25 11:59:02.361073
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421027\Usages.txt",Usages.txt,txt,3122,2025-11-25 11:57:08.487792,2025-11-25 11:59:39.114477,2025-11-25 11:59:39.114477
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421028\AddOns.txt",AddOns.txt,txt,4247,2025-11-25 12:02:02.654276,2025-11-25 12:07:08.512377,2025-11-25 12:07:08.512377
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421028\Usages.txt",Usages.txt,txt,3106,2025-11-25 12:02:11.558436,2025-11-25 12:07:08.991115,2025-11-25 12:07:08.991115
"D:\Cornelsen\Assets\dleting addons ans usages, prod isbn 9783464815076\sf150-421029\AddOns.txt",AddOns.txt,txt,2844,2025-11-25 12:02:59.171329,2025-11-25 12:10:35.825435,2025-11-25 12:10:35.825435
